ID	Result	NatureCode	CallRecived	Address
2017-009107	1	745	2017/1/24 18:04:37	3955 SOUTHEAST POWELL BOULEVARD
2017-009108	1	324	2017/1/24 18:07:05	SOUTHWEST IVY PLACE
2017-009109	1	600	2017/1/24 18:11:43	SECONDARY ROAD
2017-009110	1	735	2017/1/24 18:12:12	8502 EAST 13TH AVENUE
2017-009111	1	611	2017/1/24 18:12:57	1255 HILYARD
2017-009112	1	611	2017/1/24 18:14:41	7701 NORTHWEST GILMAN BOULEVARD
2017-009113	1	600	2017/1/24 18:16:06	MCCULLY STREET
2017-009114	1	324	2017/1/24 18:21:13	SOUTH MAIN STREET
2017-009115	10	300	2017/1/24 18:23:19	1319 PUNAHOU STREET
2017-009116	11	321	2017/1/24 18:25:25	221 MAHALANI STREET
2017-009117	11	321	2017/1/24 18:26:48	NORTHEAST 20TH AVENUE
2017-009118	11	321	2017/1/24 18:27:22	6201 NORTHWEST ARIZONA AVENUE
2017-009119	1	324	2017/1/24 18:35:07	NORTHEAST 35TH PLACE/NORTHEAST MERGES DRIVE
2017-009120	10	311	2017/1/24 18:35:59	111 FRONT STREET NORTH
2017-009121	11	321	2017/1/24 18:42:02	7501 NORTHEAST SEWARD AVENUE
2017-009122	1	324	2017/1/24 18:42:57	KJøRRVIGVEIEN/STøLEVEIEN
2017-009123	1	131	2017/1/24 18:47:15	T. H. BANFIELD FREEWAY
2017-009124	11	321	2017/1/24 18:48:59	CHALLENGER ROAD
2017-009125	11	321	2017/1/24 18:49:53	510 8TH AVENUE NORTHEAST
2017-009126	10	311	2017/1/24 18:54:28	1216 WAIMANU STREET
2017-009127	1	324	2017/1/24 19:00:18	HIGH STREET
2017-009128	11	321	2017/1/24 19:01:58	4111 NORTHEAST TILLAMOOK STREET
2017-009129	11	321	2017/1/24 19:02:58	SOUTHEAST ELLIS STREET/SOUTHEAST 42ND AVENUE
2017-009130	1	353	2017/1/24 19:05:05	10001 NORTHWEST HARRIMAN STREET
2017-009131	1	324	2017/1/24 19:10:43	NEW ATHOL ROAD
2017-009132	11	321	2017/1/24 19:11:08	4124 SOUTHEAST 82ND AVENUE
2017-009133	11	321	2017/1/24 19:18:48	621 SOUTHEAST MORRISON STREET
2017-009134	11	321	2017/1/24 19:20:07	5701 MONMOUTH STREET
2017-009135	1	531	2017/1/24 19:20:37	BROADWAY/MORRISON ALLEY
2017-009136	11	321	2017/1/24 19:25:22	UNKNOWN ADDRESS
2017-009137	1	323	2017/1/24 19:36:59	SOUTHEAST 24TH AVENUE/SOUTHEAST PINE STREET
2017-009138	1	324	2017/1/24 19:37:35	TERTIARY ROAD
2017-009139	1	622	2017/1/24 19:44:22	5401 ARNOLD DRIVE
2017-009140	11	321	2017/1/24 19:47:48	HIGHLANDS DRIVE/NORTHEAST DISCOVERY DRIVE
2017-009141	11	321	2017/1/24 19:58:37	113 NORTHWEST MINNESOTA AVENUE
2017-009142	1	444	2017/1/24 19:59:49	1ST AVENUE NORTHWEST/WEST SUNSET WAY
2017-009143	1	412	2017/1/24 20:00:29	1202 PENNSYLVANIA AVENUE
2017-009144	11	321	2017/1/24 20:01:17	28TH STREET
2017-009145	1	324	2017/1/24 20:04:17	ALGAROBA STREET
2017-009146	11	321	2017/1/24 20:07:38	SOUTH KING STREET
2017-009147	1	324	2017/1/24 20:08:09	FLAGLER LANE/OCEAN BEACH BOULEVARD
2017-009148	1	611	2017/1/24 20:09:12	510 8TH AVENUE NORTHEAST
2017-009149	1	611	2017/1/24 20:12:14	4501 NORTHWEST PORTLAND AVENUE
2017-009150	10	311	2017/1/24 20:17:03	SOUTHEAST 3RD STREET/SOUTHEAST RAILROAD STREET
2017-009151	11	321	2017/1/24 20:20:09	5300 OCEAN BEACH BOULEVARD
2017-009152	10	300	2017/1/24 20:20:53	401 SOUTHEAST 40TH AVENUE
2017-009153	1	324	2017/1/24 20:24:18	SOUTHEAST BOISE STREET/SOUTHEAST 52ND AVENUE
2017-009154	1	324	2017/1/24 20:25:53	SOUTHEAST LAFAYETTE COURT/SOUTHEAST 37TH AVENUE
2017-009155	11	321	2017/1/24 20:31:07	114 NORTHEAST 70TH AVENUE
2017-009156	1	611	2017/1/24 20:35:40	1288 QUEEN STREET
2017-009157	11	321	2017/1/24 20:36:15	3 SOUTH MAIN STREET
2017-009158	11	321	2017/1/24 20:42:25	4501 KUHIO AVENUE
2017-009159	11	321	2017/1/24 20:49:05	3377 SOUTHEAST DIVISION STREET
2017-009160	1	611	2017/1/24 20:57:29	5710 11TH AVENUE NORTHWEST
2017-009161	11	321	2017/1/24 20:58:01	3201 SOUTHEAST RAYMOND STREET
2017-009162	11	321	2017/1/24 21:00:46	9601 KASON'S WAY
2017-009163	10	300	2017/1/24 21:02:50	3518 SOUTHEAST 66TH AVENUE
2017-009164	11	321	2017/1/24 21:02:54	8424 NORTHEAST HANCOCK STREET
2017-009165	10	300	2017/1/24 21:06:54	3101 KEOLANI PLACE
2017-009166	1	151	2017/1/24 21:07:38	3101 NORTH MAIN STREET
2017-009167	10	311	2017/1/24 21:08:16	701 WEST COCOA BEACH CAUSEWAY
2017-009168	10	311	2017/1/24 21:10:59	5401 ALGAROBA STREET
2017-009169	11	321	2017/1/24 21:12:07	7702 BYGLAND ROAD SOUTHEAST
2017-009170	11	321	2017/1/24 21:15:21	5001 EAST 13TH AVENUE
2017-009171	11	321	2017/1/24 21:24:41	730 SOUTHWEST COLUMBIA STREET
2017-009172	1	552	2017/1/24 21:30:00	7301 SOUTHEAST TAYLOR STREET
2017-009173	11	321	2017/1/24 21:41:06	1039 SOUTH KING STREET
2017-009174	10	311	2017/1/24 21:42:07	2221 SOUTHEAST SHERMAN STREET
2017-009175	11	321	2017/1/24 21:44:25	3801 SHADY SPRING DRIVE
2017-009176	1	150	2017/1/24 21:48:03	UNKNOWN ADDRESS
2017-009177	11	321	2017/1/24 21:54:58	4124 SOUTHEAST 82ND AVENUE
2017-009178	1	324	2017/1/24 22:03:20	RESIDENTIAL ROAD
2017-009179	1	622	2017/1/24 22:04:11	1701 REPPLIER STREET
2017-009180	1	622	2017/1/24 22:06:05	120 2ND STREET SE
2017-009181	1	611	2017/1/24 22:09:51	8101 WASHINGTON STREET
2017-009182	1010	321	2017/1/24 22:14:34	7401 EAST 8TH AVENUE
2017-009183	10	300	2017/1/24 22:15:03	4001 NORTHEAST DAVIS STREET
2017-009184	11	321	2017/1/24 22:21:54	924 BROADWAY
2017-009185	11	321	2017/1/24 22:23:57	1600 28TH STREET
2017-009186	1	444	2017/1/24 22:25:47	7701 ALPINE AVENUE
2017-009187	11	321	2017/1/24 22:27:42	5401 WEST KAMEHAMEHA AVENUE
2017-009188	10	300	2017/1/24 22:28:14	NORTHEAST 33RD AVENUE
2017-009189	1	324	2017/1/24 22:28:55	SOUTH BERETANIA STREET/WONG HO LANE
2017-009190	1000	611	2017/1/24 22:29:29	7201 KALÄKAUA AVENUE
2017-009191	11	321	2017/1/24 22:39:48	UNKNOWN ADDRESS
2017-009192	1000	733	2017/1/24 22:40:17	5401 ALGAROBA STREET
2017-009193	1	445	2017/1/24 22:40:31	5506 NORTHEAST HOYT STREET
2017-009194	1	611	2017/1/24 22:42:30	MILL STREET/WALNUT STREET
2017-009195	1	730	2017/1/24 22:42:57	2401 EAST 17TH AVENUE
2017-009196	1	710	2017/1/24 22:43:53	8435 NORTHEAST GLISAN STREET
2017-009197	11	321	2017/1/24 22:52:51	2955 NORTH HIGHWAY 97
2017-009198	1	552	2017/1/24 22:54:23	301 ECOLS STREET NORTH
2017-009199	11	321	2017/1/24 22:55:15	1ST STREET EAST
2017-009200	11	321	2017/1/24 22:56:13	MOTORWAY ROAD
2017-009201	11	321	2017/1/24 22:59:53	3401 MARIPOSA AVENUE
2017-009202	11	321	2017/1/24 23:10:02	7501 GRAPEWOOD LANE
2017-009203	1	550	2017/1/24 23:18:40	RESIDENTIAL ROAD
2017-009204	11	321	2017/1/24 23:18:44	2501 SOUTHEAST RHONE STREET
2017-009205	11	321	2017/1/24 23:24:38	5501 ALDER STREET
2017-009206	10	311	2017/1/24 23:35:46	5301 LONGSTRETH PLACE
2017-009207	11	321	2017/1/24 23:36:03	UNKNOWN ADDRESS
2017-009208	11	321	2017/1/24 23:37:10	3001 4TH AVENUE SOUTH
2017-009209	10	311	2017/1/24 23:43:45	1102 NORTHEAST JONES ROAD
2017-009210	1	324	2017/1/24 23:45:04	NORTHWEST WALNUT BOULEVARD
2017-009211	10	311	2017/1/24 23:47:21	888 SOUTH KING STREET
2017-009212	1	622	2017/1/24 23:49:23	13TH AVENUE SOUTHEAST/16TH STREET SOUTHEAST
2017-009213	10	311	2017/1/24 23:49:55	3401 STORGATEN
2017-009214	1	611	2017/1/25 0:09:16	4701 BENTHAVEN PLACE
2017-009215	1	353	2017/1/25 0:12:42	1926 NORTHEAST 40TH AVENUE
2017-009216	11	321	2017/1/25 0:17:56	1101 KAMOKU STREET
2017-009217	1	551	2017/1/25 0:18:04	6501 SOUTHEAST MAIN STREET
2017-009218	11	321	2017/1/25 0:19:44	9701 NORTHEAST SACRAMENTO STREET
2017-009219	1	552	2017/1/25 0:23:08	212 SOUTHEAST 12TH AVENUE
2017-009220	11	321	2017/1/25 0:24:28	1001 NORTH GRAND STREET
2017-009221	11	321	2017/1/25 0:25:59	5304 WAIMANU STREET
2017-009222	1	735	2017/1/25 0:27:26	9501 NORTHEAST MULTNOMAH STREET
2017-009223	10	300	2017/1/25 0:28:05	UNKNOWN ADDRESS
2017-009224	1	745	2017/1/25 0:40:10	2401 EAST BROADWAY
2017-009225	11	321	2017/1/25 0:42:57	888 SOUTH KING STREET
2017-009226	10	311	2017/1/25 0:45:05	6040 SOUTHEAST BELMONT STREET
2017-009227	1	730	2017/1/25 0:51:30	5501 SOUTHEAST LADD AVENUE
2017-009228	11	321	2017/1/25 1:01:13	5401 ALGAROBA STREET
2017-009229	10	300	2017/1/25 1:05:06	4101 ALA MOANA BOULEVARD
2017-009230	10	311	2017/1/25 1:06:10	5401 NORTHEAST GLISAN STREET
2017-009231	1	324	2017/1/25 1:06:35	SERVICE ROAD
2017-009232	11	321	2017/1/25 1:07:46	4224 SOUTHEAST 65TH AVENUE
2017-009233	10	311	2017/1/25 1:10:15	2301 TERJE LÃ¸VÃ¥S VEI
2017-009234	11	321	2017/1/25 1:10:43	16TH STREET
2017-009235	11	321	2017/1/25 1:12:08	1601 LANA LANE
2017-009236	1	611	2017/1/25 1:12:23	1045 NORTHEAST 3RD STREET
2017-009237	1	500	2017/1/25 1:16:50	UNKNOWN ADDRESS
2017-009238	1	611	2017/1/25 1:19:05	2301 BIODDGATEN
2017-009239	10	300	2017/1/25 1:23:53	2701 SOUTHWEST MOUNT CEDAR DRIVE
2017-009240	1	700	2017/1/25 1:28:51	1408 NORTHWEST JUNIPER STREET
2017-009241	10	311	2017/1/25 1:39:01	8401 NORTHEAST 92ND AVENUE
2017-009242	1	743	2017/1/25 1:39:47	1233 NORTHEAST 3RD STREET
2017-009243	10	311	2017/1/25 1:43:40	5832 SOUTHEAST FOSTER ROAD
2017-009244	11	321	2017/1/25 1:54:06	5802 NORTH STREET
2017-009245	11	321	2017/1/25 2:07:09	4601 HIGHWOOD DRIVE SOUTHWEST
2017-009246	10	311	2017/1/25 2:15:14	8501 MAKALOA STREET
2017-009247	1	324	2017/1/25 2:23:28	SOUTHEAST RHINE STREET/SOUTHEAST 14TH AVENUE
2017-009248	1	324	2017/1/25 2:25:10	CENTRAL AVENUE NORTH
2017-009249	1	622	2017/1/25 2:27:13	6401 BENTHAVEN PLACE
2017-009250	10	300	2017/1/25 2:29:12	8401 SOUTHEAST MAIN STREET
2017-009251	1	622	2017/1/25 2:31:31	30TH STREET
2017-009252	1	131	2017/1/25 2:35:01	MOTORWAY_LINK ROAD
2017-009253	11	321	2017/1/25 3:11:29	1300 ROOM 6B NORTHEAST 16TH AVENUE
2017-009254	11	321	2017/1/25 3:29:38	3301 MOUNT DEFIANCE CIRCLE SOUTHWEST
2017-009255	10	311	2017/1/25 3:32:22	1202 MADISON STREET
2017-009256	1	732	2017/1/25 3:33:38	6205 SOUTHEAST POWELL BOULEVARD
2017-009257	1	322	2017/1/25 3:36:02	3901 AGATE STREET
2017-009258	1	611	2017/1/25 3:44:19	3724 SOUTHEAST 40TH AVENUE
2017-009259	11	321	2017/1/25 4:22:12	6148 SOUTHEAST HOLGATE BOULEVARD
2017-009260	10	300	2017/1/25 4:22:34	SOUTHEAST BROOKLYN STREET/SOUTHEAST 17TH AVENUE
2017-009261	10	311	2017/1/25 4:25:29	2201 EAST 13TH AVENUE
2017-009262	1010	321	2017/1/25 4:25:30	6205 SOUTHEAST POWELL BOULEVARD
2017-009263	1	118	2017/1/25 4:27:49	9101 KAAHUMANU AVENUE
2017-009264	1	324	2017/1/25 4:34:26	HANA HIGHWAY
2017-009265	1	324	2017/1/25 4:42:43	NORTHEAST 61ST AVENUE
2017-009266	10	300	2017/1/25 4:44:16	UNKNOWN ADDRESS
2017-009267	10	311	2017/1/25 4:45:20	701 SOUTHEAST 7TH AVENUE
2017-009268	11	321	2017/1/25 4:56:28	7901 NORTHEAST IRVING STREET
2017-009269	11	321	2017/1/25 4:57:36	9401 CAROWAY BOULEVARD
2017-009270	10	311	2017/1/25 5:07:56	9702 HAVENS CORNERS ROAD
2017-009271	11	321	2017/1/25 5:19:25	3170 NORTH ATLANTIC AVENUE
2017-009272	11	321	2017/1/25 5:50:46	3155 EAST BURNSIDE STREET
2017-009273	1000	551	2017/1/25 5:57:33	SOUTHEAST YAMHILL STREET/SOUTHEAST 20TH AVENUE
2017-009274	1	611	2017/1/25 6:06:25	510 8TH AVENUE NORTHEAST
2017-009275	1	324	2017/1/25 6:14:21	SIOUX DRIVE
2017-009276	11	321	2017/1/25 6:28:48	401 NORTHEAST THOMPSON STREET
2017-009277	1	600	2017/1/25 6:33:49	28 SOUTHEAST 28TH AVENUE
2017-009278	11	321	2017/1/25 6:40:49	8301 MEADOW GREEN CIRCLE
2017-009279	10	300	2017/1/25 6:49:51	888 SOUTH KING STREET
2017-009280	1	324	2017/1/25 6:51:25	CLUBHOUSE DRIVE NORTHEAST
2017-009281	1	324	2017/1/25 6:55:55	G STREET/SOUTH 4TH STREET
2017-009282	11	321	2017/1/25 7:03:23	7001 SOUTHEAST BELMONT STREET
2017-009283	1	611	2017/1/25 7:03:38	STADIUM DRIVE NORTH
2017-009284	1	554	2017/1/25 7:05:20	801 NORTHEAST 11TH STREET
2017-009285	11	321	2017/1/25 7:06:41	1001 BRIDGER TRAIL
2017-009286	1	551	2017/1/25 7:08:07	UNKNOWN ADDRESS
2017-009287	11	321	2017/1/25 7:17:15	6801 I STREET
2017-009288	1	600	2017/1/25 7:20:33	2301 SOUTHEAST POWELL BOULEVARD
2017-009289	11	321	2017/1/25 7:21:30	9802 NORTHEAST SANDY BOULEVARD
2017-009290	11	321	2017/1/25 7:22:08	1585 KAPIOLANI BLVD
2017-009291	1	324	2017/1/25 7:29:28	RESIDENTIAL ROAD
2017-009292	1	700	2017/1/25 7:41:23	9601 SOUTHEAST WASHINGTON STREET
2017-009293	10	311	2017/1/25 7:44:07	912 SOUTHEAST HAWTHORNE BOULEVARD
2017-009294	11	321	2017/1/25 7:44:13	101 10TH STREET NW
2017-009295	11	321	2017/1/25 7:52:05	738 EAST BURNSIDE STREET
2017-009296	1	324	2017/1/25 7:55:11	OFFICER CHRIS KILCULLEN MEMORIAL HIGHWAY/GREENBRIAR BOULEVARD
2017-009297	1	600	2017/1/25 8:07:48	101 WEST 5TH AVENUE
2017-009298	1	324	2017/1/25 8:10:22	NORTHEAST COUCH STREET/NORTHEAST 8TH AVENUE
2017-009299	10	300	2017/1/25 8:11:00	8801 SOUTH 3RD STREET
2017-009300	1	322	2017/1/25 8:13:24	NORTHEAST BROADWAY/NORTHEAST 42ND AVENUE
2017-009301	1	745	2017/1/25 8:20:58	7030 SOUTHEAST HOLGATE BOULEVARD
2017-009302	10	311	2017/1/25 8:21:22	701 WEST COCOA BEACH CAUSEWAY
2017-009303	1	611	2017/1/25 8:27:09	7001 COLLEGE AVENUE
2017-009304	1000	741	2017/1/25 8:29:53	4225 NORTHEAST SANDY BOULEVARD
2017-009305	1	730	2017/1/25 8:34:04	1110 SOUTHEAST POWELL BOULEVARD
2017-009306	11	321	2017/1/25 8:38:45	9901 EAST COLUMBIA LANE
2017-009307	10	311	2017/1/25 8:43:48	3040 SOUTHEAST DIVISION STREET
2017-009308	11	321	2017/1/25 8:53:49	5222 SOUTHEAST WOODSTOCK BOULEVARD
2017-009309	1	324	2017/1/25 8:55:36	12TH AVENUE NORTHWEST
2017-009310	1	324	2017/1/25 8:58:50	221ST PLACE SOUTHEAST
2017-009311	11	321	2017/1/25 9:00:13	2918 SOUTHEAST MAIN STREET
2017-009312	11	321	2017/1/25 9:02:58	5832 SOUTHEAST STEELE STREET
2017-009313	1	520	2017/1/25 9:11:15	320 SOUTHWEST CENTURY DRIVE
2017-009314	1	412	2017/1/25 9:17:50	2400 NORTHEAST HOLLADAY STREET
2017-009315	10	311	2017/1/25 9:19:06	GROOSEVEIEN
2017-009316	1	611	2017/1/25 9:21:11	2801 NORTHWEST PORTLAND AVENUE
2017-009317	1	743	2017/1/25 9:23:39	9701 SOUTHEAST 28TH AVENUE
2017-009318	1	671	2017/1/25 9:26:07	5TH AVENUE SOUTHEAST/9TH STREET SOUTHEAST
2017-009319	1	411	2017/1/25 9:26:18	SOUTHEAST LADD AVENUE
2017-009320	11	321	2017/1/25 9:30:48	2101 SOUTHWEST SIMPSON AVENUE
2017-009321	11	321	2017/1/25 9:34:39	8301 SOUTHEAST 32ND AVENUE
2017-009322	1	531	2017/1/25 9:40:10	2101 SOUTHWEST SIMPSON AVENUE
2017-009323	11	321	2017/1/25 9:42:48	UNKNOWN ADDRESS
2017-009324	11	321	2017/1/25 9:47:17	7801 ARAPAHOE AVENUE
2017-009325	1	735	2017/1/25 9:57:42	8802 LILLESANDSVEIEN
2017-009326	1	611	2017/1/25 9:57:59	UNKNOWN ADDRESS
2017-009327	1	324	2017/1/25 10:07:02	LIHOLIHO STREET
2017-009328	1	324	2017/1/25 10:09:12	SOUTHEAST 54TH AVENUE/SOUTHEAST REEDWAY STREET
2017-009329	11	321	2017/1/25 10:12:33	202 2ND ST NW
2017-009330	1	611	2017/1/25 10:17:23	5201 SOUTHEAST MALL STREET
2017-009331	11	321	2017/1/25 10:19:37	1701 WILLAMETTE STREET
2017-009332	11	321	2017/1/25 10:39:07	1450 ALA MOANA BOULEVARD
2017-009333	1	611	2017/1/25 10:42:05	5501 SOUTHWEST 3RD STREET
2017-009334	11	321	2017/1/25 10:44:03	NORTHEAST QUIMBY AVENUE/NORTHEAST 6TH STREET
2017-009335	11	321	2017/1/25 10:44:44	5501 HARRIS STREET
2017-009336	10	300	2017/1/25 10:44:53	2480 BASELINE ROAD
2017-009337	1	131	2017/1/25 10:47:02	1611 SOUTHEAST BELMONT STREET
